"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_00_NAME_ORG_CTRL","F9_00_BUILD_TIME_STAMP","F9_00_RETURN_TIME_STAMP","F9_00_SPECIAL_COND_DESC","F9_00_TAX_PERIOD_BEGIN_DATE","F9_00_TAX_PERIOD_END_DATE","F9_00_FORM_ADDR_CHANGE_X","F9_00_FORM_AMENDED_RETURN_X","F9_00_FORM_FINAL_RETURN_X","F9_00_FORM_INITIAL_RETURN_X","F9_00_ORG_ADDR_CITY","F9_00_ORG_ADDR_CNTR","F9_00_ORG_ADDR_IN_CARE_OF","F9_00_ORG_ADDR_L1","F9_00_ORG_ADDR_L2","F9_00_ORG_ADDR_STATE","F9_00_ORG_ADDR_ZIP","F9_00_ORG_NAME_DBA_L1","F9_00_ORG_NAME_DBA_L2","F9_00_ORG_PHONE","F9_00_PRIN_OFF_ADDR_CITY","F9_00_PRIN_OFF_ADDR_CNTR","F9_00_PRIN_OFF_ADDR_L1","F9_00_PRIN_OFF_ADDR_L2","F9_00_PRIN_OFF_ADDR_STATE","F9_00_PRIN_OFF_ADDR_ZIP","F9_00_PRIN_OFF_NAME_ORG_L1","F9_00_PRIN_OFF_NAME_ORG_L2","F9_00_PRIN_OFF_NAME_PERS","F9_00_GRO_RCPT","F9_00_GROUP_RETURN_AFFIL_X","F9_00_ALL_AFFIL_INCL_X","F9_00_GROUP_EXEMPT_NUM","F9_00_EXEMPT_STAT_4947A1_X","F9_00_EXEMPT_STAT_501C_X","F9_00_EXEMPT_STAT_501C3_X","F9_00_EXEMPT_STAT_527_X","F9_00_ORG_WEBSITE","F9_00_TYPE_ORG_ASSOC_X","F9_00_TYPE_ORG_CORP_X","F9_00_TYPE_ORG_OTH_DESC","F9_00_TYPE_ORG_OTH_X","F9_00_TYPE_ORG_TRUST_X","F9_00_YEAR_FORMATION","F9_00_LEGAL_DMCL_CNTR","F9_00_LEGAL_DMCL_STATE","EIN2"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202012589349200831","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202012589349200831_public.xml","2019v5.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2019","RESO","2021-01-29 14:40:06","2020-09-14 19:28:13","","2019-01-01","2019-12-31","","","","","WALTHAM","","","395 TOTTEN POND ROAD NO 203","","MA","02451","","","7818902250","","","","","","","","","","193277","","","","","","X","","WWW.RESOLVENEWENGLAND.ORG","","X","","","","","","","EIN-04-3266589"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202003219349305285","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202003219349305285_public.xml","2019v5.1","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2019","PORT","2021-01-29 14:40:06","2020-11-16 15:59:17","","2019-01-01","2019-12-31","","","","","PORTSMOUTH","","","PO BOX 728","","NH","03802","","","6035368433","PORTSMOUTH","","PO BOX 728","","NH","03802","","","MARTHA FULLER CLARK","615456","0","","","","","X","","WWW.PORTSMOUTHHISTORY.ORG","X","","","","","1917","","NH","EIN-02-0240383"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202043219349317459","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202043219349317459_public.xml","2019v5.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2019","DOUG","2021-01-29 14:40:06","2020-11-16 21:32:58","","2019-01-01","2019-12-31","","","","","NEWTON","","","CO BLOUIN CO2020 COMMONWEALTH A","","MA","02466","","","6173324040","NEWTON","","C/O BLOUIN CO2020 COMMONWEALTH AVE","","MA","02466","","","DAVID R BLOUIN CPA","2450197","0","","","","","X","","WWW.FLUTIEFOUNDATION.ORG","","X","","","","2000","","MA","EIN-04-3543134"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202231369349302503","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202231369349302503_public.xml","2020v4.1","30179298","President and Fellows of Middlebury","College","990","2020","PRES","2022-09-23 18:48:47","2022-05-16 13:17:11","","2020-07-01","2021-06-30","","","","","Middlebury","","","Controllers Office No 102","","VT","05753","","","8024435547","Middlebury","","Old Chapel Road","","VT","05753","","","Laurie L Patton","629492222","0","","","","","X","","www.middlebury.edu","","X","","","","1800","","VT","EIN-03-0179298"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202103159349305475","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202103159349305475_public.xml","2020v4.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2020","DOUG","2022-09-23 18:48:47","2021-11-11 19:35:59","","2020-01-01","2020-12-31","","","","","NEWTON","","","CO BLOUIN CO2020 COMMONWEALTH A","","MA","02466","","","6173324040","NEWTON","","C/O BLOUIN CO2020 COMMONWEALTH AVE","","MA","02466","","","DAVID R BLOUIN CPA","2409929","0","","","","","X","","WWW.FLUTIEFOUNDATION.ORG","","X","","","","2000","","MA","EIN-04-3543134"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202221959349302302","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202221959349302302_public.xml","2020v4.0","42259692","SOUTH SHORE ART CENTER INC","","990","2020","SOUT","2022-09-23 18:48:47","2022-07-14 21:40:16","","2020-09-01","2021-08-31","","","","","COHASSET","","","119 RIPLEY ROAD","","MA","02025","","","7813832787","COHASSET","","119 RIPLEY RD","","MA","02025","","","PATRICE M MAYE","612130","false","","","","","X","","WWW.SSAC.ORG","","X","","","","1958","","MA","EIN-04-2259692"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102599349200715","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102599349200715_public.xml","2020v4.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2020","RESO","2022-09-23 18:48:47","2021-09-16 16:10:30","","2020-01-01","2020-12-31","","","","","WALTHAM","","","395 TOTTEN POND ROAD NO 203","","MA","02451","","","7818902250","","","","","","","","","","184941","","","","","","X","","WWW.RESOLVENEWENGLAND.ORG","","X","","","","","","","EIN-04-3266589"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202242249349301219","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202242249349301219_public.xml","2020v4.2","42104310","Holyoke Visiting Nurse Association Inc","","990","2020","HOLY","2022-09-23 18:48:47","2022-08-12 14:17:19","","2020-10-01","2021-09-30","","","","","Holyoke","","","575 Beech Street","","MA","01040","","","4135345691","Holyoke","","575 Beech Street","","MA","01040","","","Spiridon E Hatiras","6659717","0","","","","","X","","www.holyokevna.org","","X","","","","1905","","MA","EIN-04-2104310"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202200459349301535","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202200459349301535_public.xml","2020v4.2","60840436","BENHAVEN INC","","990","2020","BENH","2022-05-20 13:21:51","2022-02-14 18:11:52","","2020-07-01","2021-06-30","","","","","NORTH HAVEN","","","187 HALF MILE ROAD","","CT","06473","","","2032396425","NORTH HAVEN","","187 HALF MILE ROAD","","CT","06473","","","KATHRYN DUPREE","22530735","0","","","","","X","","WWW.BENHAVEN.ORG","","X","","","","1967","","CT","EIN-06-0840436"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202133179349300428","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202133179349300428_public.xml","2020v4.1","50258941","BETHANY HOME OF RI INC","","990","2020","BETH","2022-09-23 18:48:47","2021-11-13 18:04:24","","2020-01-01","2020-12-31","","","","","PROVIDENCE","","","111 SOUTH ANGELL STREET","","RI","02906","","","4018312870","PROVIDENCE","","111 SOUTH ANGELL STREET","","RI","02906","","","STEPHANIE IGOE","4708565","0","","","","","X","","WWW.BETHANYHOMEOFRI.ORG","","X","","","","1892","","RI","EIN-05-0258941"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102009349301110","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102009349301110_public.xml","2020v4.1","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2020","PORT","2022-09-23 18:48:47","2021-07-19 19:51:04","","2020-01-01","2020-12-31","","","","","PORTSMOUTH","","","PO BOX 728","","NH","03802","","","6034368433","PORTSMOUTH","","PO BOX 728","","NH","03802","","","MARTHA FULLER CLARK","812882","0","","","","","X","","WWW.PORTSMOUTHHISTORY.ORG","X","","","","","1917","","NH","EIN-02-0240383"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202230949349300208","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202230949349300208_public.xml","2020v4.2","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2020","CONW","2022-09-23 18:48:47","2022-04-04 13:54:10","","2020-07-01","2021-06-30","","","","","NORTHAMPTON","","","88 VILLAGE HILL ROAD","","MA","01060","","","4133694044","NORTHAMPTON","","88 VILLAGE HILL ROAD","","MA","01060","","","BRUCE STEDMAN","886811","0","","","","","X","","WWW.CSLD.EDU","","X","","","","1976","","MA","EIN-04-2596491"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202240679349300729","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202240679349300729_public.xml","2020v4.2","42592472","CAPE COD ACADEMY","","990","2020","CAPE","2022-09-23 18:48:47","2022-03-08 18:13:10","","2020-07-01","2021-06-30","","","","","OSTERVILLE","","","50 OSTERVILLE WEST BARNSTABLE RD","","MA","02655","","","5084285400","OSTERVILLE","","50 OSTERVILLE WEST BARNSTABLE RD","","MA","02655","","","MR JAMES T HOECK","10659560","0","","","","","X","","WWWW.CAPECODACADEMY.ORG","","X","","","","1976","","MA","EIN-04-2592472"
