"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_09_INFO_SCHED_O_X","F9_09_EXP_GRANT_US_ORG_TOT","F9_09_EXP_GRANT_US_ORG_PROG","F9_09_EXP_GRANT_US_INDIV_TOT","F9_09_EXP_GRANT_US_INDIV_PROG","F9_09_EXP_GRANT_FRGN_TOT","F9_09_EXP_GRANT_FRGN_PROG","F9_09_EXP_BEN_PAID_MEMB_TOT","F9_09_EXP_BEN_PAID_MEMB_PROG","F9_09_EXP_COMP_DTK_TOT","F9_09_EXP_COMP_DTK_PROG","F9_09_EXP_COMP_DTK_MGMT","F9_09_EXP_COMP_DTK_FUNDR","F9_09_EXP_COMP_DSQ_PERS_TOT","F9_09_EXP_COMP_DSQ_PERS_PROG","F9_09_EXP_COMP_DSQ_PERS_MGMT","F9_09_EXP_COMP_DSQ_PERS_FUNDR","F9_09_EXP_OTH_SAL_WAGE_TOT","F9_09_EXP_OTH_SAL_WAGE_PROG","F9_09_EXP_OTH_SAL_WAGE_MGMT","F9_09_EXP_OTH_SAL_WAGE_FUNDR","F9_09_EXP_PENSION_CONTR_TOT","F9_09_EXP_PENSION_CONTR_PROG","F9_09_EXP_PENSION_CONTR_MGMT","F9_09_EXP_PENSION_CONTR_FUNDR","F9_09_EXP_OTH_EMPL_BEN_TOT","F9_09_EXP_OTH_EMPL_BEN_PROG","F9_09_EXP_OTH_EMPL_BEN_MGMT","F9_09_EXP_OTH_EMPL_BEN_FUNDR","F9_09_EXP_PAYROLL_TAX_TOT","F9_09_EXP_PAYROLL_TAX_PROG","F9_09_EXP_PAYROLL_TAX_MGMT","F9_09_EXP_PAYROLL_TAX_FUNDR","F9_09_EXP_FEE_SVC_MGMT_TOT","F9_09_EXP_FEE_SVC_MGMT_PROG","F9_09_EXP_FEE_SVC_MGMT_MGMT","F9_09_EXP_FEE_SVC_MGMT_FUNDR","F9_09_EXP_FEE_SVC_LEGAL_TOT","F9_09_EXP_FEE_SVC_LEGAL_PROG","F9_09_EXP_FEE_SVC_LEGAL_MGMT","F9_09_EXP_FEE_SVC_LEGAL_FUNDR","F9_09_EXP_FEE_SVC_ACC_TOT","F9_09_EXP_FEE_SVC_ACC_PROG","F9_09_EXP_FEE_SVC_ACC_MGMT","F9_09_EXP_FEE_SVC_ACC_FUNDR","F9_09_EXP_FEE_SVC_LOB_TOT","F9_09_EXP_FEE_SVC_LOB_PROG","F9_09_EXP_FEE_SVC_LOB_MGMT","F9_09_EXP_FEE_SVC_LOB_FUNDR","F9_09_EXP_FEE_SVC_FUNDR_TOT","F9_09_EXP_FEE_SVC_FUNDR_PROG","F9_09_EXP_FEE_SVC_FUNDR_MGMT","F9_09_EXP_FEE_SVC_FUNDR_FUNDR","F9_09_EXP_FEE_SVC_INVEST_TOT","F9_09_EXP_FEE_SVC_INVEST_PROG","F9_09_EXP_FEE_SVC_INVEST_MGMT","F9_09_EXP_FEE_SVC_INVEST_FUNDR","F9_09_EXP_FEE_SVC_OTH_TOT","F9_09_EXP_FEE_SVC_OTH_PROG","F9_09_EXP_FEE_SVC_OTH_MGMT","F9_09_EXP_FEE_SVC_OTH_FUNDR","F9_09_EXP_AD_PROMO_TOT","F9_09_EXP_AD_PROMO_PROG","F9_09_EXP_AD_PROMO_MGMT","F9_09_EXP_AD_PROMO_FUNDR","F9_09_EXP_OFFICE_TOT","F9_09_EXP_OFFICE_TOT_V2","F9_09_EXP_OFFICE_PROG","F9_09_EXP_OFFICE_MGMT","F9_09_EXP_OFFICE_FUNDR","F9_09_EXP_INFO_TECH_TOT","F9_09_EXP_INFO_TECH_PROG","F9_09_EXP_INFO_TECH_MGMT","F9_09_EXP_INFO_TECH_FUNDR","F9_09_EXP_ROY_TOT","F9_09_EXP_ROY_PROG","F9_09_EXP_ROY_MGMT","F9_09_EXP_ROY_FUNDR","F9_09_EXP_OCCUPANCY_TOT","F9_09_EXP_OCCUPANCY_PROG","F9_09_EXP_OCCUPANCY_MGMT","F9_09_EXP_OCCUPANCY_FUNDR","F9_09_EXP_TRAVEL_TOT","F9_09_EXP_TRAVEL_PROG","F9_09_EXP_TRAVEL_MGMT","F9_09_EXP_TRAVEL_FUNDR","F9_09_EXP_TRAVEL_ENTMT_TOT","F9_09_EXP_TRAVEL_ENTMT_PROG","F9_09_EXP_TRAVEL_ENTMT_MGMT","F9_09_EXP_TRAVEL_ENTMT_FUNDR","F9_09_EXP_CONF_MEETING_TOT","F9_09_EXP_CONF_MEETING_PROG","F9_09_EXP_CONF_MEETING_MGMT","F9_09_EXP_CONF_MEETING_FUNDR","F9_09_EXP_INT_TOT","F9_09_EXP_INT_PROG","F9_09_EXP_INT_MGMT","F9_09_EXP_INT_FUNDR","F9_09_EXP_PAY_AFFIL_TOT","F9_09_EXP_PAY_AFFIL_PROG","F9_09_EXP_PAY_AFFIL_MGMT","F9_09_EXP_PAY_AFFIL_FUNDR","F9_09_EXP_DEPREC_TOT","F9_09_EXP_DEPREC_PROG","F9_09_EXP_DEPREC_MGMT","F9_09_EXP_DEPREC_FUNDR","F9_09_EXP_INSURANCE_TOT","F9_09_EXP_INSURANCE_PROG","F9_09_EXP_INSURANCE_MGMT","F9_09_EXP_INSURANCE_FUNDR","F9_09_EXP_OTH_OTH_TOT","F9_09_EXP_OTH_OTH_PROG","F9_09_EXP_OTH_OTH_MGMT","F9_09_EXP_OTH_OTH_FUNDR","F9_09_EXP_TOT_TOT","F9_09_EXP_TOT_PROG","F9_09_EXP_TOT_MGMT","F9_09_EXP_TOT_FUNDR","F9_09_EXP_JOINT_COST_X","F9_09_EXP_JOINT_COST_TOT","F9_09_EXP_JOINT_COST_PROG","F9_09_EXP_JOINT_COST_MGMT","F9_09_EXP_JOINT_COST_FUNDR","EIN2"
"201712379349300816","https://s3.amazonaws.com/irs-form-990/201712379349300816_public.xml","2016v3.0","50258941","BETHANY HOME OF RI INC","","990","2016","","","","","","","","","","128232","","128232","","","","","","2064852","1861643","203209","","44301","42817","1484","","203577","182265","21312","","177744","151949","25795","","","","","","6291","","6291","","27930","","27930","","","","","","","","","","","","","","126822","28296","98526","","10488","","10488","","34024","","","34024","","11672","","11672","","","","","","71538","71538","","","908","","908","","","","","","12418","","12418","","1295","","1295","","","","","","153933","143316","10617","","121514","100056","21458","","101672","83731","17941","","4440100","3727199","712901","0","","","","","","EIN-05-0258941"
"201712999349300411","https://s3.amazonaws.com/irs-form-990/201712999349300411_public.xml","2016v3.0","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2016","","459551","459551","62461","62461","12607","12607","","","92663","74130","4633","13900","","","","","270987","137796","38482","94709","2025","1648","333","44","5500","1100","275","4125","33218","19455","3911","9852","","","","","","","","","43985","","43985","","","","","","","","","","17044","","17044","","9081","4500","4581","","24000","24000","","","26397","","3219","18585","4593","39290","14100","13596","11594","","","","","28620","17372","2988","8260","6791","4754","73","1964","","","","","2588","1812","","776","","","","","","","","","6200","","6200","","6362","2567","2512","1283","","","","","1281666","909636","178914","193116","","","","","","EIN-04-3543134"
"201811359349310581","https://s3.amazonaws.com/irs-form-990/201811359349310581_public.xml","2016v3.0","60840436","Benhaven Inc","","990","2016","","","","","","","","","","317419","293769","23650","","","","","","10103208","9350191","753017","","485821","449734","36087","","2214657","2050150","164507","","1092922","1011739","81183","","","","","","3944","","3944","","40500","","40500","","","","","","","","","","12808","","12808","","526716","506287","20429","","2251","2251","","","11617","","","11617","","48459","25552","22907","","","","","","246090","222601","23489","","574484","554457","20027","","","","","","39534","33235","6299","","127072","127072","","","","","","","419603","357359","62244","","88448","","88448","","57587","47802","9785","","17360995","15840508","1520487","0","","","","","","EIN-06-0840436"
"201841989349301309","https://s3.amazonaws.com/irs-form-990/201841989349301309_public.xml","2016v3.0","42259692","SOUTH SHORE ART CENTER INC","","990","2016","","","","","","","","","","82929","49757","16586","16586","","","","","314720","228915","54128","31677","","","","","","","","","34450","24143","6126","4181","","","","","","","","","10539","","10539","","","","","","","","","","1031","","1031","","36855","33939","2916","","15922","12015","3907","","","","","","","","","","","","","","","22249","20024","2225","","","","","","","","","","21132","16237","4895","","","","","","","","","","41711","37540","4171","","11009","1000","10009","","56384","31543","24766","75","735783","524975","158289","52519","","","","","","EIN-04-2259692"
"201722989349301367","https://s3.amazonaws.com/irs-form-990/201722989349301367_public.xml","2016v3.0","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2016","","","","","","","","","","64616","6462","25846","32308","","","","","219951","150966","12995","55990","","","","","3394","1878","463","1053","23291","12885","3179","7227","","","","","","","","","15408","","15408","","","","","","","","","","","","","","6123","","6123","","2304","2304","","","13623","","10899","1362","1362","1332","1332","","","","","","","124744","99796","24948","","","","","","","","","","","","","","5826","","5826","","","","","","36914","29531","7383","","16039","12831","3208","","9238","6524","2182","532","695000","478125","116084","100791","","","","","","EIN-02-0240383"
"201821359349305012","https://s3.amazonaws.com/irs-form-990/201821359349305012_public.xml","2016v3.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2016","","","","53750","53750","","","","","75100","","66839","8261","","","","","385110","276126","71224","37760","5498","3299","1649","550","45013","27008","13504","4501","42745","25646","12824","4275","","","","","","","","","6600","","6600","","","","","","","","","","","","","","1134","","","1134","","","","","7445","","70","7375","","","","","","","","","","96291","67403","19259","9629","5291","546","4745","","","","","","","","","","5982","4188","1196","598","","","","","63718","44602","12744","6372","16276","11394","3255","1627","72594","44887","18619","9088","1016542","629402","295496","91644","","","","","","EIN-04-2596491"
"201743219349300644","https://s3.amazonaws.com/irs-form-990/201743219349300644_public.xml","2016v3.0","42592472","CAPE COD ACADEMY","","990","2016","","","","2031156","2031156","","","","","574140","333255","240885","","","","","","3628341","2168970","1282949","176422","89402","36793","50675","1934","660487","356555","302797","1135","379827","213134","153374","13319","","","","","72060","","72060","","19350","","19350","","","","","","","","","","7624","","7624","","5775","","5775","","196324","","196324","","38370","","","20492","17878","32735","","32735","","","","","","140707","140707","","","7863","","7863","","","","","","22824","","22824","","146374","","146374","","","","","","594596","512871","55602","26123","142832","","142832","","140090","","109215","30875","9859694","6722258","2869750","267686","","","","","","EIN-04-2592472"
"201842269349301494","https://s3.amazonaws.com/irs-form-990/201842269349301494_public.xml","2016v3.0","42104310","HOLYOKE VISITING NURSE ASSOCIATION INC","","990","2016","","","","","","","","","","","","","","","","","","4098962","3289417","809545","","100","80","20","","315187","252938","62249","","327917","263153","64764","","","","","","19823","","19823","","40000","","40000","","","","","","","","","","","","","","342722","323042","19680","","10594","8502","2092","","11555","","9273","2282","","66443","53321","13122","","","","","","102680","82401","20279","","109546","87911","21635","","","","","","5086","4082","1004","","","","","","","","","","39671","31836","7835","","39799","31939","7860","","25889","20776","5113","","6475066","5271900","1203166","0","","","","","","EIN-04-2104310"
"201732859349200123","https://s3.amazonaws.com/irs-form-990/201732859349200123_public.xml","2016v3.0","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8844","","","","","","","","","","","","9570","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"201901359349306745","https://s3.amazonaws.com/irs-form-990/201901359349306745_public.xml","2017v2.3","42592472","CAPE COD ACADEMY","","990","2017","","","","1969928","1969928","","","","","439749","329812","109937","","","","","","3935818","1986307","1725150","224361","72782","31933","40849","","690544","341868","327539","21137","187904","167744","3000","17160","","","","","56638","","56638","","18935","","18935","","","","","","","","","","1288","","1288","","86581","","86581","","309439","","309439","","31431","","","19373","12058","60301","","60301","","","","","","150132","150132","","","3753","","3753","","","","","","29811","","29811","","278089","","278089","","","","","","586952","510835","49994","26123","140495","","140495","","186495","","143500","42995","10750362","6356400","4050128","343834","","","","","","EIN-04-2592472"
"201833189349301488","https://s3.amazonaws.com/irs-form-990/201833189349301488_public.xml","2017v2.3","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2017","","","","","","","","","","65000","6500","16250","42250","241296","141407","26630","73259","","","","","","","","","2672","1290","374","1008","25836","12476","3617","9743","","","","","","","","","7843","","7843","","","","","","","","","","","","","","15102","3572","11530","","","","","","18691","","14953","1869","1869","","","","","","","","","78925","63140","15785","","","","","","","","","","","","","","4838","","4838","","","","","","37312","29850","7462","","17931","14345","3586","","16832","14447","1801","584","625522","385416","108190","131916","","","","","","EIN-02-0240383"
"201911309349304711","https://s3.amazonaws.com/irs-form-990/201911309349304711_public.xml","2017v2.3","60840436","BENHAVEN INC","","990","2017","","","","","","","","","","333756","308558","25198","","","","","","10150904","9390468","760436","","332175","305361","26814","","2304056","2118064","185992","","1035309","951735","83574","","","","","","4982","","4982","","43750","","43750","","","","","","","","","","10035","","10035","","709705","691230","18475","","1515","1515","","","15307","","","15307","","49522","19990","29532","","","","","","253199","227068","26131","","590043","568330","21713","","","","","","21882","21233","649","","122584","122584","","","","","","","419612","358626","60986","","91352","","91352","","31520","4254","27266","","17422443","15909385","1513058","0","","","","","","EIN-06-0840436"
"201921969349301787","https://s3.amazonaws.com/irs-form-990/201921969349301787_public.xml","2017v2.3","42259692","SOUTH SHORE ART CENTER INC","","990","2017","","","","","","","","","","88846","44423","26654","17769","","","","","325968","251486","45343","29139","","","","","","","","","50155","35778","8706","5671","","","","","","","","","10750","","10750","","","","","","","","","","634","","634","","31322","21611","9711","","10319","7223","1032","2064","","","","","","","","","","","","","","35347","29875","","5472","","","","","","","","","36996","23069","5054","8873","","","","","","","","","41922","32760","7992","1170","11033","5785","5041","207","19032","38240","14100","-33308","769539","575350","149920","44269","","","","","","EIN-04-2259692"
"201813199349302511","https://s3.amazonaws.com/irs-form-990/201813199349302511_public.xml","2017v2.3","50258941","BETHANY HOME OF RI INC","","990","2017","","","","","","","","","","149507","","149507","","","","","","2258562","2056700","201862","","50901","48832","2069","","194746","184692","10054","","187444","161112","26332","","","","","","8321","","8321","","28770","","28770","","","","","","","","","","","","","","144115","27580","116535","","10530","","10530","","36434","","","36434","","17456","","17456","","","","","","72004","72004","","","2010","","2010","","","","","","10896","","10896","","1011","","1011","","","","","","175311","163229","12082","","90593","77756","12837","","68752","22283","46469","","4517352","3824177","693175","0","","","","","","EIN-05-0258941"
"201842929349200209","https://s3.amazonaws.com/irs-form-990/201842929349200209_public.xml","2017v2.3","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12905","","","","","","","","","","","","8773","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"201941309349303614","https://s3.amazonaws.com/irs-form-990/201941309349303614_public.xml","2017v2.3","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2017","","","","64000","64000","","","","","70000","","49000","21000","","","","","409086","287451","94726","26909","6651","3991","1995","665","53373","32024","16012","5337","43524","26115","13057","4352","","","","","18522","","18522","","8400","","8400","","","","","","","","","","","","","","3401","","","3401","","","","","7925","","","4518","3407","","","","","","","","","65995","46196","13200","6599","4581","","4581","","","","","","","","","","2239","1567","448","224","","","","","31664","22165","6333","3166","14741","10319","2948","1474","35631","29458","4616","1557","926956","571721","270407","84828","","","","","","EIN-04-2596491"
"201833209349301808","https://s3.amazonaws.com/irs-form-990/201833209349301808_public.xml","2017v2.3","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2017","","512959","512959","59605","59605","","","","","102987","82390","5199","15398","","","","","314521","160205","60307","94009","2269","1828","441","","1235","865","370","","35976","20792","5901","9283","23859","5049","","18810","","","","","43675","","43675","","","","","","","","","","18159","","18159","","8138","3993","3145","1000","2461","","2461","","19018","","2495","12837","3686","42246","14998","14575","12673","","","","","37471","19760","4999","12712","8358","5850","505","2003","","","","","326","228","98","","","","","","","","","","8502","","8502","","5403","2978","1002","1423","18757","610","4338","13809","1403043","955992","226229","220822","","","","","","EIN-04-3543134"
"201922269349300612","https://s3.amazonaws.com/irs-form-990/201922269349300612_public.xml","2017v2.3","42104310","Holyoke Visiting Nurse Association Inc","","990","2017","","","","","","","","","","","","","","","","","","4111251","3326155","785096","","","","","","281274","227551","53723","","328900","266080","62820","","378745","","378745","","5523","","5523","","41004","","41004","","","","","","","","","","","","","","348417","281869","66548","","9636","7796","1840","","12861","","10405","2456","","64427","52121","12306","","","","","","102680","83068","19612","","115041","78427","36614","","","","","","1409","1140","269","","","","","","","","","","32082","25954","6128","","43790","35426","8364","","24194","19573","4621","","6365469","4852273","1513196","0","","","","","","EIN-04-2104310"
"202140149349301409","https://s3.amazonaws.com/irs-form-990/202140149349301409_public.xml","2018v3.2","42259692","SOUTH SHORE ART CENTER INC","","990","2018","","","","","","","","","","97655","48828","29297","19530","","","","","316914","257721","23619","35574","","","","","","","","","35240","26058","4498","4684","","","","","","","","","13450","","13450","","","","","","","","","","750","","750","","25614","25614","","","13422","9396","1342","2684","61321","","44040","8396","8885","","","","","","","","","36751","30847","","5904","","","","","","","","","","","","","2217","","2217","","","","","","40545","34058","5271","1216","11543","7855","3407","281","31549","12443","11844","7262","766521","557592","122909","86020","","","","","","EIN-04-2259692"
"202000419349300535","https://s3.amazonaws.com/irs-form-990/202000419349300535_public.xml","2018v3.1","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2018","","","","51394","51394","","","","","70000","","49000","21000","","","","","435695","303416","102709","29570","13757","8254","4127","1376","51350","30810","15405","5135","48029","28817","14409","4803","","","","","2173","","2173","","8400","","8400","","","","","","","","","","","","","","43676","","31191","12485","","","","","9464","","","9464","","","","","","","","","","48003","28669","14500","4834","1698","111","1587","","","","","","","","","","14739","","14739","","","","","","21331","12799","6399","2133","11734","8610","2343","781","46230","37089","8509","632","943759","561322","296005","86432","","","","","","EIN-04-2596491"
"201902979349301320","https://s3.amazonaws.com/irs-form-990/201902979349301320_public.xml","2018v3.1","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2018","","","","","","","","","","65000","6500","16250","42250","294279","147657","34387","112235","","","","","","","","","3274","1154","379","1741","30208","12961","4258","12989","","","","","","","","","6005","","6005","","","","","","","","","","","","","","15605","1623","12697","1285","3789","3789","","","15222","","12178","1522","1522","","","","","","","","","100023","80018","15002","5003","","","","","","","","","","","","","3829","","3829","","","","","","38168","30535","5725","1908","8527","6822","1279","426","11836","10407","1332","97","681782","388276","109828","183678","","","","","","EIN-02-0240383"
"201932279349200418","https://s3.amazonaws.com/irs-form-990/201932279349200418_public.xml","2018v3.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12517","","","","","","","","","","","","10367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"202022269349300447","https://s3.amazonaws.com/irs-form-990/202022269349300447_public.xml","2018v3.2","42104310","Holyoke Visiting Nurse Association Inc","","990","2018","","","","","","","","","","","","","","","","","","4237529","3547065","690464","","","","","","313179","262162","51017","","339002","283779","55223","","579377","","579377","","1991","","1991","","41004","","41004","","","","","","","","","","","","","","471937","395058","76879","","5850","4897","953","","9104","","7621","1483","","69844","58466","11378","","","","","","102680","85953","16727","","133814","98213","35601","","","","","","1513","1267","246","","","","","","","","","","14215","11899","2316","","44984","37656","7328","","24909","20851","4058","","6847086","5248287","1598799","0","","","","","","EIN-04-2104310"
"201913169349302721","https://s3.amazonaws.com/irs-form-990/201913169349302721_public.xml","2018v3.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2018","","392608","392608","60444","60444","","","","","112420","73073","5621","33726","","","","","265468","136999","26368","102101","1601","1304","143","154","4566","913","228","3425","33240","18263","3006","11971","","","","","","","","","45131","","45131","","","","","","","","","","18819","","18819","","43406","1518","21695","20193","300","","300","","26635","","3410","11560","11665","46912","16278","16463","14171","","","","","38533","19478","4072","14983","13089","9162","390","3537","","","","","387","271","116","","","","","","","","","","16496","","16496","","5486","3240","945","1301","519","","","519","1226327","802726","179030","244571","","","","","","EIN-04-3543134"
"201923159349301812","https://s3.amazonaws.com/irs-form-990/201923159349301812_public.xml","2018v3.1","50258941","BETHANY HOME OF RI INC","","990","2018","","","","","","","","","","156514","","156514","","","","","","2478947","2297280","181667","","64720","61734","2986","","237825","213801","24024","","219576","192283","27293","","","","","","12351","","12351","","30910","","30910","","","","","","","","","","","","","","139257","30775","108482","","18990","","18990","","28039","","","28039","","14574","","14574","","","","","","78629","78629","","","948","","948","","","","","","15682","","15682","","721","","721","","","","","","181741","169287","12454","","118107","98649","19458","","73292","19697","53595","","4588330","3879642","708688","0","","","","","","EIN-05-0258941"
"202021979349301127","https://s3.amazonaws.com/irs-form-990/202021979349301127_public.xml","2018v3.2","42592472","CAPE COD ACADEMY","","990","2018","","","","2302510","2302510","","","","","492871","267957","211348","13566","","","","","3554182","1917768","1538242","98172","58857","37848","21009","","298715","182319","108642","7754","266788","154004","108807","3977","","","","","23546","","23546","","24607","","24607","","","","","","","","","","","","","","160079","","160079","","111578","","111578","","20610","","","20610","","52883","","52883","","","","","","142990","142990","","","8534","","8534","","","","","","462","","462","","410577","","410577","","","","","","562987","503548","33316","26123","133040","","133040","","","","","","9869747","6329716","3330500","209531","","","","","","EIN-04-2592472"
"202031289349301203","https://s3.amazonaws.com/irs-form-990/202031289349301203_public.xml","2018v3.1","60840436","BENHAVEN INC","","990","2018","","","","","","","","","","311294","289386","21908","","","","","","11287131","10483537","803594","","226125","212040","14085","","2635494","2471340","164154","","863037","809282","53755","","","","","","525","","525","","46775","","46775","","","","","","","","","","","","","","631489","596706","34783","","7390","7390","","","63368","","51995","11373","","51963","24904","27059","","","","","","202079","176617","25462","","680196","651264","28932","","","","","","42334","41985","349","","140995","140995","","","","","","","496338","433090","63248","","94271","","94271","","101641","74645","9569","17427","18958015","17412331","1528257","17427","","","","","","EIN-06-0840436"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202141969349301029","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202141969349301029_public.xml","2019v5.0","42259692","SOUTH SHORE ART CENTER INC","","990","2019","","","","","","","","","","","","","","","","","","325345","231610","59830","33905","","","","","","","","","26974","19203","4961","2810","","","","","","","","","13450","","13450","","","","","","","","","","375","","375","","13114","13114","","","5529","4067","581","881","26874","","22261","4613","","","","","","","","","","","","","","","","","","","","","","6369","5413","956","","4496","","4496","","","","","","40492","34013","5264","1215","12042","9336","2373","333","25596","14875","6866","3855","556547","390056","123492","42999","","","","","","EIN-04-2259692"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202111329349302436","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202111329349302436_public.xml","2019v5.2","30179298","President and Fellows of Middlebury","College","990","2019","","739376","739376","74183436","74183436","857349","857349","","","3940965","669964","2601037","669964","107488","107488","","","128641042","112002175","15317844","1321023","13658949","11316332","1931240","411377","22893843","20098845","2794998","","8458430","7014557","1197101","246772","","","","","540417","44125","496292","","420529","127940","292589","","","","","","","","","","6437595","","6437595","","","","","","698505","227918","423528","47059","1505820","","700378","724898","80544","2341460","1020029","1321431","","","","","","11159394","9236578","1922816","","7097003","5736794","1224188","136021","","","","","339592","257711","73693","8188","10371000","9604147","690168","76685","","","","","19593001","18171545","1279310","142146","2475676","33813","2441863","","2902723","","2902723","","360929342","305565731","50761282","4602329","","","","","","EIN-03-0179298"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202033219349303108","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202033219349303108_public.xml","2019v5.1","50258941","BETHANY HOME OF RI INC","","990","2019","","","","","","","","","","151285","","151285","","","","","","2507859","2325895","181964","","64932","57047","7885","","322596","290373","32223","","217624","191196","26428","","","","","","21453","","21453","","30990","","30990","","","","","","","","","","","","","","155889","33773","122116","","32909","","32909","","35382","","","35382","","19666","","19666","","","","","","78155","78155","","","1641","","1641","","","","","","4081","","4081","","426","","426","","","","","","202245","188386","13859","","50026","40512","9514","","56193","16409","39784","","4651006","3919400","731606","0","","","","","","EIN-05-0258941"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202142289349301634","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202142289349301634_public.xml","2019v5.2","42104310","Holyoke Visiting Nurse Association Inc","","990","2019","","","","","","","","","","","","","","","","","","4339044","3549844","789200","","","","","","412103","337141","74962","","347124","283982","63142","","421228","","421228","","20023","","20023","","140702","","140702","","","","","","","","","","2511","","2511","","459237","375702","83535","","8654","7080","1574","","9638","","7885","1753","","77541","63436","14105","","","","","","102680","84003","18677","","130427","90890","39537","","","","","","285","233","52","","","","","","","","","","7594","6213","1381","","43309","35431","7878","","18608","15223","3385","","7063509","5339710","1723799","0","","","","","","EIN-04-2104310"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202120959349300722","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202120959349300722_public.xml","2019v5.2","60840436","BENHAVEN INC","","990","2019","","","","","","","","","","339854","315738","24116","","","","","","13198015","12210169","987846","","242321","236352","5969","","2694229","2627866","66363","","955271","931741","23530","","","","","","72315","","72315","","54245","","54245","","","","","","","","","","","","","","604852","585243","19609","","5635","5635","","","80776","","27575","53201","","","","","","","","","","273891","251220","22671","","287411","266969","20442","","","","","","40253","37472","2781","","112878","112878","","","","","","","496544","453413","43131","","102227","","102227","","94135","75709","10533","7893","20775624","19045933","1721798","7893","","","","","","EIN-06-0840436"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202131049349300108","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202131049349300108_public.xml","2019v5.2","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2019","","","","47910","47910","","","","","70000","","58800","11200","","","","","446549","309929","96165","40455","12466","7479","3740","1247","55497","33299","16649","5549","44917","26950","13475","4492","","","","","1486","","1486","","9000","","9000","","","","","","","","","","","","","","31247","","28851","2396","","","","","13361","","","13361","","","","","","","","","","13373","8024","4012","1337","2144","557","1587","","","","","","","","","","24514","9775","14739","","","","","","31085","18652","9325","3108","12757","7654","3827","1276","50439","42843","5494","2102","933406","568328","290684","74394","","","","","","EIN-04-2596491"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202110219349300726","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202110219349300726_public.xml","2019v5.1","42592472","CAPE COD ACADEMY","","990","2019","","","","2524944","2524944","","","","","","","","","","","","","2844039","2465826","204656","173557","53583","50076","3312","195","943426","908028","34054","1344","262878","229933","17413","15532","","","","","89847","","89847","","32902","","32902","","","","","","","","","","","","","","379416","70450","301606","7360","73160","","73160","","9545","","6551","2245","749","46999","","46999","","","","","","122196","116086","6110","","5268","4278","990","","","","","","","","","","259654","","259654","","","","","","552491","495304","31064","26123","132741","17008","115085","648","","","","","9681241","8138509","1302500","240232","","","","","","EIN-04-2592472"
